,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
252,Ubuntu Desktop Software Engineer,Canonical - Jobs,"Remote in Chicago, IL",Estimated $98.2K - $124K a year,"Review code produced by other engineers.
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree.",Posted30+ days ago,2022-05-05
253,Mobile Software Engineer,Foxbox,"Chicago, IL",Estimated $104K - $131K a year,"Build and ship reliable software leveraging automated testing and Continuous Delivery.
React Native / Native iOS / Native Android.
Flutter experience is a plus.",Posted30+ days ago,2022-05-05
254,"Software Engineer, Python - GAMMA",Boston Consulting Group,"Chicago, IL",N/A,"Writing high quality and scalable code in Python, ideally in a Retail or very-large-dataset environment (hundreds of millions /billions of rows).",Posted30+ days ago,2022-05-05
255,SOFTWARE DEVELOPERS:,Lorsiv Technologies Inc.,"Lisle, IL 60532",Estimated $93.5K - $118K a year,"Develop, document and revise technical system design procedures, test procedures, and quality standards.
Bachelor’s degree in the above fields along with 5…",Posted30+ days ago,2022-05-05
256,ServiceNow Developer Consultant - Location Open,Deloitte,"Chicago, IL 60606 (The Loop area)+4 locations",N/A,"You will perform day-to-day support and maintenance, work with the functional team to develop solutions in ServiceNow and coordinate support and development…",Posted30+ days ago,2022-05-05
257,Lead Software Developer,ThoughtWorks,"Chicago, IL",Estimated $121K - $154K a year,You will lead or take part in the entire cycle of software consulting and delivery from ideation to deployment and everything in between.,Posted30+ days ago,2022-05-05
258,Backend Dev Python - Accu-Trade,Cars.com,"Remote in Chicago, IL 60606+2 locations",Estimated $90.3K - $114K a year,"Accu-Trade (www.accu-trade.com) a new addition to the Cars family, creates SaaS software that makes it easy for consumers get a guaranteed price when selling…",Posted22 days ago,2022-05-05
259,Senior Software Engineer - US REMOTE OK,Splunk,"Remote in Chicago, IL 60610+3 locations",N/A,"Note: Disclosure per sb19-085 (8-5-201 et seq).
Experience with development and deployment in a hosted cloud environment, preferably AWS.",Posted28 days ago,2022-05-05
260,Game Producer,GAMEVISION,"Naperville, IL",N/A,"Familiar with popular project management tools such as Basecamp and Trello.
Ensure client requirements and feedback are properly communicated and understood by…",Posted30+ days ago,2022-05-05
261,new,BDP International,"Chicago, IL 60654 (Loop area)",Estimated $89.9K - $114K a year,"We offer a very competitive salary, full benefits, matching 401(k), tuition reimbursement, and casual dress environment.
Must be Proficient in C#.",Posted2 days ago,2022-05-05
262,Software Developer,The Thalerus Group,"Naperville, IL 60563",Estimated $80.7K - $102K a year,"Master’s Degree in Computer Science or Computer Engineering plus must have College Coursework in: Data Structure and Algorithms, Database Management Systems,…",Posted30+ days ago,2022-05-05
263,Software Engineer (Python/Linux/Packaging),Canonical - Jobs,"Remote in Chicago, IL+11 locations",Estimated $126K - $160K a year,"Charmed Operators enable developers to package software like databases, event queues, caches, observability tools, identity tools and more, right alongside the…",Posted27 days ago,2022-05-05
264,Software Engineer II (Supply Chain Technology),Nordstrom Inc,"Chicago, IL+6 locations",N/A,"3+ years of professional experience as a software development engineer.
Nordstrom’s supply chain services process hundreds of thousands of orders per day, with…",Posted8 days ago,2022-05-05
265,new,University of Illinois at Chicago,"Chicago, IL 60607 (University Village - Little Italy area)",N/A,"The position is part coding, part project management and all about clear communication.
Comfort in project management important - must be able to help determine…",Posted7 days ago,2022-05-05
266,C++ Software Developer,Cognitive Capital,"Chicago, IL 60604 (The Loop area)",Estimated $98K - $124K a year,"Expert C++ and object-oriented design skills; familiarity with modern C++ (C++11/C++14), STL, design patterns and distributed computing, knowledge of network…",Posted30+ days ago,2022-05-05
267,Lead Software Engineer (Healthcare Integration),Collective Health,"Remote in Chicago, IL",Estimated $126K - $160K a year,"Develop Enterprise software solutions to solve important business problems, are scalable, secure, easy to maintain, and work with several our applications.",Posted22 days ago,2022-05-05
268,Data/Software Engineer,Millennium Management LLC,"Chicago, IL 60651 (West Garfield Park area)",Estimated $102K - $130K a year,"Excellent listening, and communication (both oral and written) skills.
Working with Data Science, create modules that feed analytical pipelines on different…",Posted30+ days ago,2022-05-05
269,Principal Software Engineer,WALGREENS,"Chicago, IL 60607 (West Loop Gate area)+2 locations",N/A,"Plans, designs, develops and tests software systems or applications for software enhancements and new products including cloud based or internet-related tools…",Posted15 days ago,2022-05-05
270,Frontend Engineer,Designory,"Chicago, IL",Estimated $106K - $134K a year,The Frontend Engineer will contribute toward a collection of web applications living in React.js and similar technologies.,Posted30+ days ago,2022-05-05
271,new,Siemens,"Remote in Chicago, IL+4 locations",N/A,"Experience in the design of electrical power control circuits.
Create and maintain an estimated completion schedule for every project and assignment.",Posted1 day ago,2022-05-05
272,Full Stack Java Engineer,Kin + Carta,"Hybrid remote in Chicago, IL+2 locations",Estimated $122K - $155K a year,"3+ years of professional software development experience.
Mentoring less experienced engineers to foster their career path and growth.",Posted9 days ago,2022-05-05
273,Front-End Developer,WPP IT,"Chicago, IL",Estimated $92K - $117K a year,"Knowledge of a non-JavaScript programming language is a plus, php or java preferred.
Minimum 5-8 years of experience building websites and applications.",Posted30+ days ago,2022-05-05
274,Freelance UI Developer,For You Design,"Downers Grove, IL",N/A,"Potential full time role after 3 month contract.
Contract position (20 hours a week).
Bring ideas and strategic thinking to creative execution to drive results.",Posted30+ days ago,2022-05-05
275,"Manager, Software Engineering",One Six Solutions,"Chicago, IL 60603 (The Loop area)",Estimated $144K - $182K a year,"Define the overall project architecture & lead delivery team for implementation of software applications.
Our team of full-time consultants build modern cloud…",Posted30+ days ago,2022-05-05
276,Software Engineer,Verifone,"Chicago, IL 60644 (South Austin area)+1 location",N/A,"Job Description: Plans, designs, develops and tests software systems or applications for software enhancements and new products.",Posted30+ days ago,2022-05-05
277,Integration Engineer,Price f(x) AG,"Remote in Chicago, IL",Estimated $93.2K - $118K a year,"Good understanding of general software development and systems administration.
The timely design and delivery of high-quality data transfer, data integration…",Posted30+ days ago,2022-05-05
278,JAVA DEVELOPER/ ALM EXPERT,Herzum,"Remote in Chicago, IL 60606",Estimated $97.6K - $124K a year,"Experience designing, implementing and maintaining software solutions in a fast-paced, customer-oriented environment.",Posted30+ days ago,2022-05-05
279,UX/Web Developer,ReVamp Wholesale,"Chicago, IL 60607 (West Town area)",N/A,"Web developer responsibilities include building our websites from concept all the way to completion from the bottom up, fashioning everything from the home page…",Posted30+ days ago,2022-05-05
280,new,Epsilon,"Remote in Chicago, IL 60606+2 locations",N/A,"Expert knowledge in all phases of the development cycle including concept, technical design, prototype, code development, testing, release to QA and deployment.",Posted3 days ago,2022-05-05
281,Senior Software Engineer - Chicago,Fitch Group,"Chicago, IL+4 locations",Estimated $127K - $160K a year,"Source control tools (GIT/BitBucket).
Familiar with Appian setup, administration, performance optimization and support in a cloud model.",Posted13 days ago,2022-05-05
282,Java Software Engineer Midwest,Accenture,"Chicago, IL+3 locations",N/A,"Experience with Cloud Native Platforms including Kubernetes, Open Shift, Docker Enterprise, or Cloud Foundry in the public cloud.",Posted30+ days ago,2022-05-05
283,Jr. Power Platform Developer,Impact Networking LLC,"Chicago, IL 60601 (The Loop area)+1 location",Estimated $81.8K - $104K a year,"Detail oriented, analytical and inquisitive.
Be able to test solutions to ensure they meet desired business needs.
Work independently or in teams of 2 to 3.",Posted30+ days ago,2022-05-05
284,Software Engineering Analyst,Deloitte,"Chicago, IL 60606 (The Loop area)",N/A,"Relevant software engineering experiences in industry.
Demonstrated passion for using software engineering to bring innovative solutions to business challenges.",Posted30+ days ago,2022-05-05
285,Senior Software Engineer,John Deere,"Chicago, IL 60607 (Near West Side area)+5 locations",N/A,"5 or more years of experience with Java web development with Spring and RESTful APIs or Rest/SOAP based services.
Establish and implement CI/CD pipelines.",Posted13 days ago,2022-05-05
286,Software Engineer II (Two Openings),TangoCode,"Chicago, IL",Estimated $96.6K - $122K a year,"Familiar with cloud computing services such as AWS, Azure, etc.
Performing any activity with a teamwork mindset in place.
Company-sponsored 401k (USA Only).",Posted30+ days ago,2022-05-05
287,Embedded Software Engineer,Midtronics,"Willowbrook, IL 60527",Estimated $90.9K - $115K a year,"In this position, you will be responsible for the specification, design, and development of all layers of embedded product software.",Posted15 days ago,2022-05-05
288,C++ Senior Software Engineer,Vertex Solutions,"Chicago, IL",Estimated $123K - $156K a year,"Full lifecycle software development exposure.
Please note this does not need to be trading transactions, highly scalable system builds in technology are also of…",Posted30+ days ago,2022-05-05
289,Full-stack JavaScript Engineer,@properties,"Chicago, IL",Estimated $108K - $137K a year,"Duties: Develop new features and products to enhance efficiency and client satisfaction for our client’s customers Optimize existing products for speed,…",Posted30+ days ago,2022-05-05
290,Software Engineer (Web Development) - Remote,Allscripts,"Remote in Chicago, IL",N/A,"Ownership of assigned software and non-software deliverables.
Completion of all necessary software and non-software components in the timescales as defined by…",Posted30+ days ago,2022-05-05
291,Front-End Developer/ WordPress,Harp Advertising + Interactive,"Lombard, IL 60148",Estimated $50.4K - $63.8K a year,"Ability to see a project through from concept to completion if necessary, and to adhere to deadlines.
This position provides a variety of engaging, high-end…",Posted30+ days ago,2022-05-05
292,Front End Engineer III,American Express Global Business Travel,"Chicago, IL+1 location",N/A,"3+ years experience in software development.
You will compile and report on major operational or technical initiatives (like RCAs) or UX research to larger…",Posted30+ days ago,2022-05-05
293,Software Engineer,Citadel Securities,"Chicago, IL 60603 (The Loop area)",Estimated $106K - $135K a year,"A deep passion for technology and software development.
Design, develop, test, and deploy elegant software solutions across the firm.",Posted30+ days ago,2022-05-05
294,C/C++ Linux Embedded Software Engineer,InspiHER Tech,"Hybrid remote in Chicago, IL+2 locations",N/A,"4+ years of experience in real-time embedded software design and be proficient in Linux C/C++.
As part of a small (1-6 person) multi-disciplinary engineering…",Posted30+ days ago,2022-05-05
295,Java Application Developer,Citi,"Elk Grove Village, IL 60007",N/A,"Extensive experience system analysis and in programming of software applications.
Appropriately assess risk when business decisions are made, demonstrating…",Posted30+ days ago,2022-05-05
296,Associate Software Engineer,Assurant,"Chicago, IL+2 locations",N/A,"Design software solutions based on provided detailed requirements.
Convert basic specifications into equivalent infrastructure and application software…",Posted30+ days ago,2022-05-05
297,Back End Application Developer,Brookfield Properties,"Chicago, IL 60654 (River North area)",N/A,"Participate in Agile release cycles as part of a team, providing recommendations on software design that capitalize on the strengths and capabilities of our…",Posted30+ days ago,2022-05-05
298,Full Stack Software Engineer,4Insite,"Chicago, IL 60290",Estimated $99.5K - $126K a year,"Building scalable and performant enterprise product solutions and delivering those solutions as SaaS offerings.
Coding applications and unit test development.",Posted30+ days ago,2022-05-05
299,Senior Software Engineer - (Apollo GraphQL/NodeJS/Java),U.S. Bank,"Hybrid remote in Chicago, IL+1 location",N/A,"Exhibits relentless focus in software reliability engineering standards embedded into development standards.
The candidate takes responsibility of the software…",Posted30+ days ago,2022-05-05
300,C++ IT Candidate,Lina HR,"Chicago, IL",Estimated $87.7K - $111K a year,"Documenting processes and maintaining software development records.
You will be determining the scope of software development projects, collaborating on the…",Posted30+ days ago,2022-05-05
301,Software Tester Engineer,Milliman,"Chicago, IL 60606 (The Loop area)",Estimated $77.9K - $98.7K a year,"2+ years software engineer in test role.
We believe great work happens in great work environments.
Social interaction with other testers, the software…",Posted30+ days ago,2022-05-05
302,Software Engineer,Jenner & Block LLP,"Chicago, IL 60654 (Near North area)",Estimated $103K - $131K a year,"Provide technical coaching and mentoring to Help Desk and other staff members, and assist colleagues in the resolution of support issues.",Posted30+ days ago,2022-05-05
303,new,NOKIA,"Naperville, IL",N/A,"Working at Nokia as a software developer Co-op, I was able to learn and grow with the guidance of mentors from across the company through a multitude of…",PostedToday,2022-05-05
304,Full-Stack Developer Remote,SAP,"Remote in Naperville, IL 60563",N/A,"Lead: It’s not just about learning – we want to pass on information to others to make the entire team great.
SAP Fieldglass was “born cloud” and are considered…",Posted29 days ago,2022-05-05
305,new,WELLS FARGO BANK,"Chicago, IL",N/A,"Support public cloud hosted applications and infrastructure services by maintaining and enforcing IAM policies and procedures.
In this role, you will:",Posted1 day ago,2022-05-05
306,new,Mandiant,"Remote in Chicago, IL",N/A,"If you want to improve your fortification and automation skills in an extremely important, fast paced, highly cooperative environment, then come join our team…",Posted1 day ago,2022-05-05
307,UI Developer,Deloitte,"Chicago, IL 60606 (The Loop area)+3 locations",N/A,"Innovations and Platforms houses prototyping, development and maintenance capabilities for a product portfolio that spans multiple software technologies…",Posted30+ days ago,2022-05-05
308,AWS Software Engineer - Remote Role,Northern Trust Corp.,"Remote in Chicago, IL 60603+6 locations",N/A,"This role will be building cloud native solutions to support a variety of applications.
Can construct queries and stored procedures for backend databases.",Posted30+ days ago,2022-05-05
309,Senior Software Engineer - Full Stack (Remote),BenchSci,"Remote in Chicago, IL",Estimated $135K - $172K a year,"Three weeks of vacation plus an additional day for every completed year.
Work within your immediate team of 3-5 full-stack engineers to do technical…",Posted9 days ago,2022-05-05
310,Tech Specialist Software Eng,CME Group,"Chicago, IL",Estimated $95.1K - $120K a year,"The Technical Specialist Software Engineer independently engineers secure, scalable and reliable technology solutions to advance CMEG in the global marketplace…",Posted19 days ago,2022-05-05
311,Backend Software Engineer - Opportunity for Working Remotely...,VMware,"Remote in Chicago, IL+1 location",N/A,"The primary technical skills include working with java (debugging and developing), python and SQL.
For the first 6 months you will be working side-by-side with…",Posted19 days ago,2022-05-05
312,Front-End Engineer - Loop Commerce,Synchrony Financial,"Chicago, IL 60606 (Loop area)+1 location",N/A,"A minimum of 3 years of experience and deep experience with hand-coded JavaScript, including modern programming patterns (client side MVC, JSONP, dynamic…",Posted30+ days ago,2022-05-05
313,new,WiTronix,"Bolingbrook, IL 60440",N/A,"Must have: software engineering experience in telecommunications, military, transportation, or similar industry with the following skillset: Angular, JavaScript…",PostedToday,2022-05-05
314,Software Developer,Syswise,"Chicago, IL 60606 (The Loop area)",Estimated $100K - $127K a year,"JOB DUTIES: Write, Analyze, Develop software and computer programs to retrieve, locate and store data.
Fulltime job, 40 hours per week.",Posted30+ days ago,2022-05-05
315,Senior Software Engineer - (Apollo GraphQL/NodeJS/Java),U.S. Bank,"Hybrid remote in Chicago, IL+1 location",N/A,"Exhibits relentless focus in software reliability engineering standards embedded into development standards.
The candidate takes responsibility of the software…",Posted30+ days ago,2022-05-05
316,"Creative Technologist, Creative Shop Labs",Meta,"Chicago, IL 60606 (The Loop area)",N/A,"5+ years of experience in creative technology, or similar role.
Portfolio of projects that demonstrate your skills as a technologist/developer.",Posted30+ days ago,2022-05-05
317,Senior Software Developers,Mazik Global,"Park Ridge, IL 60068",Estimated $104K - $132K a year,Technical specs will be utilized in the design and development of MazikCare proprietary software and customization of Microsoft Dynamics AX software…,Posted30+ days ago,2022-05-05
318,Full Stack Java Engineer,Kin + Carta,"Hybrid remote in Chicago, IL+2 locations",Estimated $122K - $155K a year,"3+ years of professional software development experience.
Mentoring less experienced engineers to foster their career path and growth.",Posted9 days ago,2022-05-05
319,Java Software Engineer | Weldonit,Weldonit,"Chicago, IL",Estimated $87.1K - $110K a year,"Assist project leadership in creating estimations of work for client projects, estimating required staffing resources, and determining the project software…",Posted30+ days ago,2022-05-05
320,new,Caterpillar,"Remote in Chicago, IL 60622",N/A,"Mentor and assist software engineers, providing technical assistance and direction as needed.
Debugging and maintaining software in Linux or Unix platforms.",Posted3 days ago,2022-05-05
321,Software Engineer - Security,John Deere,"Hybrid remote in Chicago, IL+3 locations",N/A,"Support scrum team procedures by ensuring strong software development practices: TDD, resiliency, etc. are a standard part of the team’s work.",Posted30+ days ago,2022-05-05
322,"Software Engineer - Smart Buildings, R&D Software House",Siemens,"Chicago, IL 60606 (Loop area)",N/A,"As a Software Engineer at Siemens Smart Infrastructure, you will be part of an agile team contributing to the development of operation and monitoring software…",Posted30+ days ago,2022-05-05
323,Principal Software Engineer,Splunk,"Chicago, IL 60610 (Near North Side area)",N/A,"Note: Disclosure per sb19-085 (8-5-201 et seq).
Experience with development and deployment in a hosted cloud environment, preferably AWS.",Posted30+ days ago,2022-05-05
324,Senior Software Engineer,Focused Labs,"Chicago, IL",Estimated $127K - $161K a year,"Integrated with GM OnStar to remotely control a vehicle.
Pair program with teammates and clients to build software and continuously grow together.",Posted30+ days ago,2022-05-05
325,C++ Execution Engineer: Chicago or NYC - In-Office / Remote...,Chicago Trading Company (CTC),"Hybrid remote in Chicago, IL",Estimated $105K - $133K a year,"An active member of a software engineering team whose role is to understand requirements, propose solutions and deliver software into production environment in…",Posted29 days ago,2022-05-05
326,"Senior Software Engineer, Backend/Rails",ThreeFlow,"Remote in Chicago, IL",Estimated $129K - $164K a year,"Support less experienced team members in their learning and development.
5+ years of demonstrated ability building production-quality, scalable APIs.",Posted30+ days ago,2022-05-05
327,Embedded Software Engineer,WiTronix,"Bolingbrook, IL 60440",N/A,"Continuous learning on the latest software technologies and bringing best practices into the organization.
Company funded 401k contribution on day 1.",Posted20 days ago,2022-05-05
328,"Cloud Engineer, Reliability, Google Cloud Professional Servi...",Google,"Chicago, IL (West Town area)+1 location",N/A,"5 years of experience in operation of production systems, including troubleshooting, testing, and automation.
Experience in C++, Java, or Python.",Posted30+ days ago,2022-05-05
329,Net Zero Analyst,JLL,"Hybrid remote in Chicago, IL",N/A,"Owns own actions and understanding the importance & impact of behaviour & controls and organising oneself to meet quality, health & safety requirements, meet…",Posted12 days ago,2022-05-05
330,new,Capital One - US,"Remote in Chicago, IL+1 location",N/A,"Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve…",Posted5 days ago,2022-05-05
331,Software Development Engineer in Test,Maven Wave,"Remote in Chicago, IL",Estimated $107K - $136K a year,Completes all phases of moderately complex software design projects and carry out all in-process and final inspection activities.,Posted30+ days ago,2022-05-05
332,Front End Software Engineer,CraftJack,"Remote in Chicago, IL",Estimated $109K - $138K a year,"Familiar with software development methodologies; including Agile and Scrum.
Experience using a Javascript client-side MVC/MVVM framework - preferably AngularJS…",Posted21 days ago,2022-05-05
333,"Software Engineer III, Fullstack",CBI Remote,"Remote in Chicago, IL+1 location",Estimated $104K - $132K a year,"Participate in code reviews and sprint planning, help identify opportunities, work through challenges and share knowledge with colleagues.",Posted30+ days ago,2022-05-05
334,Junior Embedded Software Engineer,nucurrent,"Chicago, IL 60661 (West Loop Gate area)",Estimated $63.7K - $80.7K a year,"Develop re-usable, scalable, and testable embedded software that can be easily adopted into a diverse range of products.",Posted30+ days ago,2022-05-05
335,Mobile Software Engineer - iOS,"JPMorgan Chase Bank, N.A.","Chicago, IL+1 location",N/A,"Participate in a digital technology project from concept to implementation, and through all phases of the software development lifecycle.",Posted24 days ago,2022-05-05
336,Ruby Developer,Backstop Solutions Group LLC,"Remote in Chicago, IL 60606",Estimated $106K - $134K a year,Experience designing web applications in Ruby on Rails or a similar MVC framework in a related language (python/perl/php).,Posted13 days ago,2022-05-05
337,Staff Backend Engineer,ChowNow,"Remote in Chicago, IL+2 locations",Estimated $137K - $173K a year,"You find excitement in learning new business models and transferring such knowledge into beautiful software design.
Within 6 months, you'll...",Posted21 days ago,2022-05-05
338,Software Engineer II (Python),Bank of America,"Chicago, IL 60661 (West Loop Gate area)+1 location",N/A,"Minimum 5 years’ experience in software development, with strong Python Application Development skills and technical business knowledge.",Posted20 days ago,2022-05-05
339,new,Motorola Solutions,"Chicago, IL",N/A,"The developer is expected to work with development and automation teams to drive various Cloud based functional, certification and tool development initiatives…",PostedToday,2022-05-05
340,Staff Automation Engineer - Opportunity for Working Remotely...,VMware,"Remote in Chicago, IL",N/A,"Our software scales to support millions of devices across multiple device platforms.
Help grow and mentor a team of engineers.
Full Time/ Part Time: Full Time.",Posted30+ days ago,2022-05-05
341,new,Automation Anywhere,"Remote in Chicago, IL",Estimated $114K - $145K a year,"Maintaining very high-quality bar from the start and champion continuous quality improvements through automation.
Creating and review architecture designs.",Posted6 days ago,2022-05-05
342,Staff IT Engineer,Lenovo,"Chicago, IL",Estimated $106K - $134K a year,Implement the use of orchestration and cloud infrastructure life cycle management tool to effectively manage a hybrid cloud environment which will enable self…,Posted30+ days ago,2022-05-05
343,new,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Hybrid remote in Chicago, IL+1 location",N/A,"Experience in service oriented architecture (SOA).
Experience in cloud computing technologies.
Design, build and unit test highly scalable applications.",Posted2 days ago,2022-05-05
344,Software Development Engineer (Frontend),4C Insights,"Remote in Chicago, IL 60601+1 location",Estimated $86.1K - $109K a year,"Degree in Computer Science, Software Engineering, or similar demonstrated professional experience with strong computer science fundamentals.",Posted30+ days ago,2022-05-05
345,QA Engineer,HirexHire,"Chicago, IL 60007",Estimated $86.7K - $110K a year,"We then develop and implement the processes and technologies to execute a sustainable and scalable talent plan.
Experience in an Agile/Scrum environment.",Posted30+ days ago,2022-05-05
346,Senior Software Engineer,Provi,"Remote in Chicago, IL",Estimated $127K - $161K a year,"A seasoned software engineer with experience developing web applications at scale (Ruby, Rails) in the cloud (AWS) as part of a remote team.",Posted30+ days ago,2022-05-05
347,C++ Software Engineer - Fixed Income,Millennium Management LLC,"Chicago, IL 60651 (West Garfield Park area)",Estimated $95.4K - $121K a year,"Help integrating the new FICT analytics library into the existing system, using up to date technologies.
Exposure to Credit pricing and risk analytics.",Posted30+ days ago,2022-05-05
348,Software Engineer,Azul 3D,"Chicago, IL",Estimated $107K - $135K a year,"You will be working on a wide range of software development projects, which includes collaborating with electrical and mechanical engineers for hardware…",Posted30+ days ago,2022-05-05
349,Senior .Net Developer,Centric Consulting,"Remote in Chicago, IL",Estimated $121K - $154K a year,"Lead architecture, design, estimation, planning, and implementation of software solutions.
NET based applications, translating user stories into functional…",Posted30+ days ago,2022-05-05
350,Senior Software Engineer - Remote,Allscripts,"Remote in Chicago, IL",N/A,"Assume full ownership of assigned software and non-software deliverables.
Production of efficient and fully documented software code.
This is a Remote role.",Posted27 days ago,2022-05-05
351,new,Cook County Sheriff’s Office,"Chicago, IL",N/A,"Develop and implement web or desktop applications in .net, using MVC, WPF frameworks.
One (1) or more years of professional work experience with the .net…",Posted6 days ago,2022-05-05
352,new,Crowe,"Remote in Chicago, IL 60606",N/A,"Relevant fields include computer science/engineering, statistics, business analytics, and/or operations research.
NET Core or similar languages and frameworks.",PostedToday,2022-05-05
353,. Net Developer,Capgemini,"Chicago, IL 60606 (West Loop Gate area)+1 location",N/A,The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation.,Posted30+ days ago,2022-05-05
354,Back-end Engineer (Python),CartPilot.,"Chicago, IL",Estimated $94.9K - $120K a year,"You should be very efficient at understanding different use cases, prioritizing tasks, working with Git and implementing the GitHub flow.",Posted30+ days ago,2022-05-05
355,Web Engineer II,"Grubhub Holdings, Inc.","Remote in Chicago, IL 60602",N/A,"You will work with your team to monitor and ensure the health of the platform, which includes a 24/7 on-call rotation, to ensure a great customer experience.",Posted30+ days ago,2022-05-05
356,DevOps Engineer- All Levels,Salesforce,"Chicago, IL 60654 (River North area)",N/A,"Open to Fully Remote, Flex (1-3 days/week in the office), or Office-Based (4-5 days/week in office).
You may also be offered a bonus, restricted stock units,…",Posted30+ days ago,2022-05-05
357,Senior Software Engineer - Full Stack (Remote),BenchSci,"Remote in Chicago, IL",Estimated $135K - $172K a year,"Three weeks of vacation plus an additional day for every completed year.
Work within your immediate team of 3-5 full-stack engineers to do technical…",Posted9 days ago,2022-05-05
358,Full Stack Web Engineer,Foursquare,"Chicago, IL+2 locations",Estimated $106K - $135K a year,"Familiarity working within an agile software development cycle.
Foursquare’s flexible building blocks include technology to maximize marketing impact and drive…",Posted19 days ago,2022-05-05
359,new,"Jewelers Mutual Insurance Company, SI","Chicago, IL",Estimated $123K - $156K a year,"Key member of a development team building industry-leading software.
Experience integrating with REST APIs and services from cloud providers.",Posted6 days ago,2022-05-05
360,Software Engineer with Oracle PL/SQL,"JPMorgan Chase Bank, N.A.","Chicago, IL",N/A,"Understanding of software skills such as business analysis, development, maintenance, and software improvement.
BS/BA degree or equivalent experience.",Posted30+ days ago,2022-05-05
361,new,"Mastery Logistics Systems, Inc.","Chicago, IL 60661 (Near West Side area)",Estimated $111K - $140K a year,"Mastery takes great pride in providing our employees a robust and highly competitive benefit package.
Experience with React or similar frameworks.",Posted4 days ago,2022-05-05
362,Sr. Software Engineer - Remote,The Joint Commission,"Oakbrook Terrace, IL 60181",Estimated $115K - $146K a year,"Develop product software following an agile full software project life cycle methodology.
Works closely with Product Managers, Business Analysts, technical…",Posted30+ days ago,2022-05-05
363,new,MARS,"Chicago, IL 60601 (Loop area)",N/A,The Full Stack Developer role is responsible for bringing to life the adoption of data driven decision making across Mars by leading the development of end to…,Posted7 days ago,2022-05-05
364,"Staff Backend Software Java Engineer, - Integration",Collective Health,"Remote in Chicago, IL",Estimated $150K - $190K a year,"Provide technical leadership and be a role model/coach to software engineers pursuing technical career path in engineering.
Are well-versed in Java.",Posted30+ days ago,2022-05-05
365,Windows Server Engineer,TransUnion,"Chicago, IL 60661 (West Loop Gate area)+1 location",N/A,"Understanding of SCCM software update and patching methodology.
3+ years of strong Windows Server implementation, troubleshooting and support (2016, 2019 and…",Posted30+ days ago,2022-05-05
366,Senior Software Engineer- Data,Gelber Group LLC,"Chicago, IL 60654 (Near North area)+1 location",Estimated $111K - $140K a year,"Experience with DAG-oriented execution frameworks, such as Airflow, Prefect, or Dagster.
Gelber offers a wide range of benefits to full-time employees in order…",Posted30+ days ago,2022-05-05
367,Embedded Software Engineer,WiTronix,"Bolingbrook, IL 60440",N/A,"Continuous learning on the latest software technologies and bringing best practices into the organization.
Company funded 401k contribution on day 1.",Posted20 days ago,2022-05-05
368,Software Developer,My Data Outlet,"Chicago, IL",Estimated $103K - $131K a year,"Willing to become an expert in any other software language that become mainstream within the data science community.
This is a full time salaried position.",Posted30+ days ago,2022-05-05
369,Software Engineer - Security,John Deere,"Hybrid remote in Chicago, IL+3 locations",N/A,"Support scrum team procedures by ensuring strong software development practices: TDD, resiliency, etc. are a standard part of the team’s work.",Posted30+ days ago,2022-05-05
370,Sr. Epic Optime Programmer,NorthShore University HealthSystem,"Skokie, IL",N/A,"This is a full-time position and is benefits eligible.
Hours will be scheduled during regular business hours, Monday through Friday.",Posted30+ days ago,2022-05-05
371,new,Venmo,"Chicago, IL+6 locations",N/A,Collaborate with other engineers in software design and development best practices to significantly drive faster iteration and experimentation.,Posted2 days ago,2022-05-05
372,Staff Software Engineer - Backend,WellSky,"Remote in Chicago, IL",Estimated $127K - $161K a year,"We offer competitive salaries, great benefits, including generous paid time off programming, and a casual and fun environment that encourages quality,…",Posted30+ days ago,2022-05-05
373,Full Stack Engineer,Accenture,"Chicago, IL+6 locations",N/A,"Work with the Cloud Native Architecture Team to deliver client solutions beyond 12 factor applications born for the cloud.
Net, NodeJs, or Python preferred).",Posted20 days ago,2022-05-05
374,Software Engineer,Microsoft,"Chicago, IL 60601 (The Loop area)",N/A,"Working hands-on with your team and our customers through design and implementation, demonstrating good engineering practices and coding along the way.",Posted30+ days ago,2022-05-05
375,Website Developer,mosbrook design,"Riverside, IL 60546",Estimated $75.1K - $95.1K a year,Mosbrook Design is seeking a Back End Developer that would be responsible for developing and maintaining the back end of our Web products and its architecture…,Posted30+ days ago,2022-05-05
376,Embedded Software / Firmware Engineer,MP Consulting,"Palatine, IL",Estimated $85.7K - $109K a year,"Bachelor’s (BS) or Master’s (MS) degree preferably in Computer Engineering, Computer Science, Electrical Engineering or a related field ; 3-5 years experience.",Posted30+ days ago,2022-05-05
377,Senior Software Engineer - New Games Team,Zynga,"Remote in Chicago, IL+4 locations",N/A,"Solid foundation in data structures, algorithms and software methodologies.
Feature and Gameplay Client-side Engineer.
Strong working knowledge in C#.",Posted15 days ago,2022-05-05
378,Senior Software Engineer,Crowe,"Remote in Chicago, IL 60606+1 location",N/A,"5+ years software development experience.
Using new architecture and a modernized tech stack, this position is a key team member building new products for our…",Posted30+ days ago,2022-05-05
