,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
15,new,TEKsystems,"Remote in Chicago, IL 60601+2 locations",N/A,"Junior Business Analyst with Retail Banking experience*.
Our Financial Services client will be looking to add multiple BA's with Retail Banking experience to…",PostedJust posted,2022-05-05
16,Fleet Data Analyst,PepsiCo,"Chicago, IL",N/A,"Monitor maintenance software for data integrity.
Ability to analyze and simplify data.
Analyze and simplify data: 1 year (Preferred).",Posted20 days ago,2022-05-05
17,new,"Nasdaq, Inc.","Chicago, IL 60290",N/A,"Can apply industry knowledge to data problems.
Excellent verbal and written communications skills to explain data analysis findings.",Posted6 days ago,2022-05-05
18,Inbound Analyst,Barry Callebaut,"Chicago, IL 60654 (Goose Island area)",N/A,"Prepare reports based on data.
Analyze and interpret data for accounting reports.
The successful candidate will be able to analyze data, perform calculations,…",EmployerActive 3 days ago,2022-05-05
19,Risk and Compliance Reviews Analyst,PayPal,"Chicago, IL 60618 (Avondale area)",N/A,"The right candidate must have a hands-on approach, strong planning skills and attention to detail and organization.",Posted8 days ago,2022-05-05
20,Data Analyst Entry Level (Bootcamp),Helm360,"Chicago, IL",N/A,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…",Posted8 days ago,2022-05-05
21,Data Analyst,Ann & Robert H. Lurie Children’s Hospital of...,"Chicago, IL 60611 (Streeterville area)+1 location",N/A,"Continuously ensures data quality and integrity by monitoring and validating study data as it is collected, and by maintaining reliable systems for data…",Posted28 days ago,2022-05-05
22,Data Analyst,Smokeball,"Remote in Chicago, IL 60606",N/A,"We are looking for an experienced data analyst to join our Product team at Smokeball.
I am a data analyst on the legal product team and spend most of my time…",Posted30+ days ago,2022-05-05
23,new,TRESUME,"Chicago, IL",N/A,"Must be willing to relocate.*.
Creating a detailed business analysis, outlining problems, opportunities and solutions for a business.",EmployerActive 2 days ago,2022-05-05
24,Data Analyst,Alivio Medical Center,"Chicago, IL 60608 (Heart of Italy area)",Estimated $59K - $74.8K a year,"Build and automate tools to surface key data to stakeholders across a broad range of data literacy levels.
Develop data reporting and visualization capabilities…",Posted30+ days ago,2022-05-05
25,new,FSA Federal,"Chicago, IL 60608 (Illinois Medical District area)",N/A,"Accurately enters required data into one or more databases, documents, or spreadsheets.
Attention to detail and the ability to read and follow directions is…",Posted6 days ago,2022-05-05
26,new,FedEx Services,"Remote in Chicago, IL",N/A,"Identify data quality issues and determine root causes and fixes that drive improvements in data hygiene.
You are someone that loves telling a story with data…",Posted7 days ago,2022-05-05
27,Data Analyst,Ascension,"Remote in Chicago, IL 60661",N/A,"Identify data trends and make recommendations for quality improvement.
Review information for accuracy and reconciles data on a regular basis.",Posted20 days ago,2022-05-05
28,IT Data Analyst,Administrative Office of the Illinois Courts,"Chicago, IL 60601 (The Loop area)",N/A,"Conducts data integrity and functional testing to validate data and reporting relationships.
The IT Data Analyst position is responsible for ensuring data…",EmployerActive 6 days ago,2022-05-05
29,People Data Analyst,3Q Digital,"Hybrid remote in Chicago, IL 60602",Estimated $60.7K - $76.9K a year,"Investigating and resolving data discrepancies.
Applying common statistical methods and data modeling techniques to identify patterns and trends in the data to…",Posted30+ days ago,2022-05-05
30,Data Analyst,Triton College,"River Grove, IL 60171",N/A,"Develop expertise in data systems at Triton and data analysis, data visualization, and statistical tools used by the department.",Posted14 days ago,2022-05-05
31,new,Humanity,"Chicago, IL+4 locations",Estimated $56.7K - $71.9K a year,"Experience with syndicated data sets a plus.
Master NielsenIQ processes, data platforms, tools and technology.
Develop cross-functional management skills.",PostedJust posted,2022-05-05
32,"Data Analyst, Climate & Sustainability",SPINS,"Remote in Chicago, IL+1 location",Estimated $76.3K - $96.5K a year,"This requires ongoing data creation, analysis, data accuracy, data innovation, and maintaining rigorous food and product data standards.",Posted9 days ago,2022-05-05
33,Analyst – Enterprise Data Analytics,United Airlines Inc.,"Chicago, IL 60601 (Loop area)+1 location",N/A,"Complete ad-hoc reporting and data analysis using querying and data visualization tools.
Experience with Foundry and enterprise data warehouse.",Posted30+ days ago,2022-05-05
34,Data Analyst,Pat Tillman Foundation,"Chicago, IL",Estimated $56.5K - $71.5K a year,Help staff design and implement protocols for capturing pertinent stakeholder interaction data that is not otherwise captured in one of our data systems.,Posted12 days ago,2022-05-05
35,Data Analyst,Oak Street Health,"Remote in Chicago, IL 60603+1 location",N/A,"Proficient in writing SQL queries and stored procedures on large data sets with complex data models.
This role will handle all data requests and provide data…",Posted30+ days ago,2022-05-05
36,Forensic Data Analyst,SIBITECH,"Chicago, IL",N/A,"Advanced degree in data analytics, data science, predictive analytics, statistics, mathematics, or related field.
Data mining processes and tools.",Posted20 days ago,2022-05-05
37,new,CIBC,"Chicago, IL+5 locations",N/A,"The incumbent will enable business use cases by providing data analysis and preparation, building reports and information delivery portals to share the data…",Posted2 days ago,2022-05-05
38,Inbound Analyst,Barry Callebaut,"Chicago, IL 60654 (Goose Island area)",N/A,"Prepare reports based on data.
Analyze and interpret data for accounting reports.
The successful candidate will be able to analyze data, perform calculations,…",EmployerActive 3 days ago,2022-05-05
39,IT Data Analyst,Administrative Office of the Illinois Courts,"Chicago, IL 60601 (The Loop area)",N/A,"Conducts data integrity and functional testing to validate data and reporting relationships.
The IT Data Analyst position is responsible for ensuring data…",EmployerActive 6 days ago,2022-05-05
40,SQL Data Analyst,InspiHER Tech,"Chicago, IL",N/A,"Be a part of the Applications team directly involved with designing, developing, and implementing short- and long-term data solutions.",Posted13 days ago,2022-05-05
41,new,FSA Federal,"Chicago, IL 60608 (Illinois Medical District area)",N/A,"Accurately enters required data into one or more databases, documents, or spreadsheets.
Attention to detail and the ability to read and follow directions is…",Posted6 days ago,2022-05-05
42,Data Analyst,Smokeball,"Remote in Chicago, IL 60606",N/A,"We are looking for an experienced data analyst to join our Product team at Smokeball.
I am a data analyst on the legal product team and spend most of my time…",Posted30+ days ago,2022-05-05
43,new,KLDiscovery,"Remote in Chicago, IL",Estimated $48.3K - $61.1K a year,"In addition, through its global Ontrack Data Recovery business, KLDiscovery delivers world-class data recovery, email extraction and restoration, data…",PostedToday,2022-05-05
44,Data Analyst,Impact Networking LLC,"Chicago, IL 60601 (The Loop area)",Estimated $68.7K - $86.9K a year,"Enable data distribution to the right users, in appropriate format and in a timely manner, while complying with data security, privacy and integrity policies.",Posted22 days ago,2022-05-05
45,Data Analyst,Exelon Corporation,"Chicago, IL 60603 (The Loop area)",N/A,"Experience with data exploration, data visualization, data preparation, report design and delivery using Power BI/Tableau or other business intelligence tools.",Posted30+ days ago,2022-05-05
46,Data Analyst,Alivio Medical Center,"Chicago, IL 60608 (Pilsen area)",Estimated $54.8K - $69.4K a year,"Build and automate tools to surface key data to stakeholders across a broad range of data literacy levels.
Develop data reporting and visualization capabilities…",Posted30+ days ago,2022-05-05
47,Business Analyst (Airline Domain preferred),PRO IT,"Chicago, IL",N/A,Analyzes data to ensure features are aligned with product goals/objectives and delivering the most business value.,EmployerActive 16 days ago,2022-05-05
48,new,MAKE Corporation,"Chicago, IL",N/A,"3 years utilizing database software to manipulate data, generate reports and analyze data.
Produce meaningful reporting and analysis utilizing various sources,…",PostedToday,2022-05-05
49,"Analyst, Data Analysis",TransUnion,"Chicago, IL 60661 (West Loop Gate area)",N/A,"Familiarity with credit bureau data and business practices.
Experience with modern ""big data"" frameworks (Hadoop, Spark, cloud).
Ability to travel 10-20%.",Posted30+ days ago,2022-05-05
50,Deductions Data Analyst,Bosch Group,"Mount Prospect, IL 60056",N/A,Identify opportunities to integrate customers’ data with internal data to identify trends and drive payment resolution with major retailer partners.,Posted8 days ago,2022-05-05
51,Data Analyst - Remote,Smithfield Foods,"Lisle, IL 60532+1 location",N/A,"Perform ad hoc analysis using data from various systems and explain results of analysis to all levels of management.
BAT files, and Task Scheduler, preferred.",Posted30+ days ago,2022-05-05
52,Data Analyst,Cognizant Microsoft Business Group,"Remote in Chicago, IL",Estimated $93.7K - $119K a year,"Finding hidden patterns using data.
Data modelling capabilities including designing effective BI data models.
You will be responsible for designing and building…",Posted30+ days ago,2022-05-05
53,new,Level Ex,"Remote in Chicago, IL",Estimated $78K - $98.8K a year,"2+ years of experience working in a data & analytics role like data analyst, analytics engineer, data visualization analyst.
Who We Want to Meet.",Posted5 days ago,2022-05-05
54,Senior Data Analyst,Shortcut,"Remote in Chicago, IL",N/A,"Work-life balance: A flexible open vacation policy, in addition to 10 company holidays, 5 sick days, and 3 ""Dot Days"" (our term for bonus days off), community …",Posted20 days ago,2022-05-05
55,new,BACloudSystems,"Chicago, IL",N/A,"BACloudSystems Corporate Resourcing Solutions, Inc* is seeking a group of Business Data Analysts, who make recommendations for changes in methods, processes,…",Hiring ongoing,2022-05-05
56,Government Data Analyst,"Envoy Global, Inc.","Remote in Chicago, IL",Estimated $67.2K - $85.2K a year,"This role will be a hybrid of research, data manipulation and data interpretation.
Experience analyzing compensation and other employment data.",Posted30+ days ago,2022-05-05
57,IT Data Analyst,Illinois Courts,"Chicago, IL 60601 (The Loop area)",N/A,"Conducts data integrity and functional testing to validate data and reporting relationships.
The IT Data Analyst position is responsible for ensuring data…",Posted12 days ago,2022-05-05
58,Data Analyst,Pat Tillman Foundation,"Chicago, IL",Estimated $56.5K - $71.5K a year,Help staff design and implement protocols for capturing pertinent stakeholder interaction data that is not otherwise captured in one of our data systems.,Posted12 days ago,2022-05-05
59,new,Guaranteed Rate,"Remote in Chicago, IL",Estimated $79.1K - $100K a year,"Use existing reporting and data to provide campaign optimization recommendations.
Collect, cleanse, and aggregate the data from disparate sources.",Posted6 days ago,2022-05-05
60,Data Analyst 2 – Strategic Analytics,Nordstrom,"Chicago, IL+1 location",N/A,"A day in the life… Partner with key stakeholders on data analysis problems.
2+ years of corporate experience analyzing complex data, drawing conclusions, and…",Posted30+ days ago,2022-05-05
61,new,Humanity,"Chicago, IL",Estimated $51.5K - $65.1K a year,"Interpret, document and present/communicate data-driven retail insights to multiple business disciplines, providing conclusions and recommendations based off…",PostedJust posted,2022-05-05
62,Supply Chain Data Analyst,Great Dane,"Chicago, IL 60601 (The Loop area)",N/A,"Experience: 1-3 years’ work experience in data mining, statistical analysis, auditing, and/or forecasting.
Presents findings in easily understood ways, focuses…",Posted23 days ago,2022-05-05
63,new,AUNT MARTHAS HEALTH AND WELLNESS INC,"Remote in Olympia Fields, IL 60461",Estimated $60.7K - $76.9K a year,"Master’s degree and experience with quality assurance and data analysis preferred.
Generate reports and analyze data from systems (e.g. WFM, Authority, Five9)…",Posted5 days ago,2022-05-05
64,new,Portland Cement Association,"Skokie, IL 60077",Estimated $58.1K - $73.5K a year,"Will generate Dodge Data related reports and data requests.
Analyzes and incorporates estimates for insufficient or incomplete data.",Posted6 days ago,2022-05-05
65,new,Toast,"Remote in Chicago, IL",Estimated $75K - $95K a year,"Answer business questions through independent investigation / data forensics.
Identify operational inefficiencies, data quality issues, and behavioral trends.",Posted6 days ago,2022-05-05
66,Data Analyst,Impact Networking LLC,"Chicago, IL 60601 (The Loop area)",Estimated $68.7K - $86.9K a year,"Enable data distribution to the right users, in appropriate format and in a timely manner, while complying with data security, privacy and integrity policies.",Posted22 days ago,2022-05-05
67,new,FSA Federal,"Chicago, IL 60608 (Illinois Medical District area)",N/A,"Accurately enters required data into one or more databases, documents, or spreadsheets.
Attention to detail and the ability to read and follow directions is…",Posted6 days ago,2022-05-05
68,Entry level Business Analyst,Wolf Careers Inc.,"Chicago, IL+3 locations",N/A,Drive identification of requirements across business units and identify substandard systems processes through evaluation of real-time data.,EmployerActive 15 days ago,2022-05-05
69,"Analyst, Data Analytics",CMI Media Group,"Chicago, IL 60607 (Near West Side area)+1 location",Estimated $58.7K - $74.3K a year,"Maintain all client and internal data spec for engagement data.
QC data exchanges to and from CMI.
Maintain archiving system architecture for all data assets.",Posted30+ days ago,2022-05-05
70,Data Analyst,Triton College,"River Grove, IL 60171",N/A,"Develop expertise in data systems at Triton and data analysis, data visualization, and statistical tools used by the department.",Posted14 days ago,2022-05-05
71,new,Humanity,"Chicago, IL+4 locations",Estimated $56.7K - $71.9K a year,"Experience with syndicated data sets a plus.
Master NielsenIQ processes, data platforms, tools and technology.
Develop cross-functional management skills.",PostedJust posted,2022-05-05
72,Data Analyst,UPG Enterprises LLC,"Oak Brook, IL 60523+1 location",Estimated $57.5K - $72.9K a year,"2-3 years of relevant data analysis work experience.
Develop and generate reports across multiple data sources.
Strong knowledge of and experience with Tableau.",Posted15 days ago,2022-05-05
73,Part-Time Data Review Analyst - Solvas Financial Technology,Deloitte,"Chicago, IL 60606 (The Loop area)",N/A,"This is a part-time syndicated loan data analyst opportunity supporting the Solvas|Digitize Managed service.
Review automated data extraction results.",Posted30+ days ago,2022-05-05
74,"Data Analyst, Climate & Sustainability",SPINS,"Remote in Chicago, IL+1 location",Estimated $76.3K - $96.5K a year,"This requires ongoing data creation, analysis, data accuracy, data innovation, and maintaining rigorous food and product data standards.",Posted9 days ago,2022-05-05
75,new,CDW,"Chicago, IL 60606 (West Loop Gate area)",N/A,"Administer quality controls to the existing data warehouses and reconcile to the data sources.
Problem solving, critical evaluation of data.",Posted2 days ago,2022-05-05
76,Data Governance Analyst,Home Partners of America Inc,"Chicago, IL 60606 (West Loop Gate area)",N/A,Develop control structures within a simple environment to ensure the accuracy and quality of data through all upstream and downstream data channels.,Posted20 days ago,2022-05-05
77,RevOps Data Analyst,VelocityEHS,"Remote in Chicago, IL 60654+1 location",Estimated $61.7K - $78.1K a year,"3+ years’ experience in a financial analyst, business intelligence, or data analyst role.
Contribute to maintaining accurate supporting documentation such as…",Posted23 days ago,2022-05-05
78,Data Analyst,Hagerty Consulting,"Remote in Evanston, IL 60201",Estimated $59.6K - $75.4K a year,"Create visualizations from existing data sets to support decision-making.
Two (2) or more years of data analysis experience.
Bachelor's degree or higher.",Posted13 days ago,2022-05-05
79,Business Analyst (Fully Remote),PRECISIONvalue,"Remote in Chicago, IL",Estimated $76K - $96.2K a year,"Any data provided as a part of this application will be stored in accordance with our Privacy Policy.
The role will predominately focus on gathering and…",Posted30+ days ago,2022-05-05
80,new,Sprout Social,"Remote in Chicago, IL 60603",Estimated $75.1K - $95.1K a year,"Identify data issues and drive improvements in data hygiene.
Proficiency and applied experience in data visualization software such as Tableau, Looker, PowerBI…",Posted5 days ago,2022-05-05
81,Systems Analyst - Remote,Vantage,"Remote in Deerfield, IL 60062",N/A,"Verify database and data integrity.
Analyze data contained in the corporate database and identify data integrity issues with existing and proposed systems and…",EmployerActive 23 days ago,2022-05-05
82,Research and Policy Analyst,DePaul University,"Chicago, IL 60614 (Sheffield Neighbors area)",Estimated $51.7K - $65.5K a year,The position would be responsible for 1) working with housing and community development stakeholders to understand local data needs and completing technical…,Posted30+ days ago,2022-05-05
83,SQL Data Analyst,InspiHER Tech,"Chicago, IL",N/A,"Be a part of the Applications team directly involved with designing, developing, and implementing short- and long-term data solutions.",Posted13 days ago,2022-05-05
84,SAP Data Analyst,Central Steel & Wire,"Chicago, IL 60632 (Gage Park area)",Estimated $70K - $88.6K a year,"3-5 years of experience required.
Audit data to ensure the accuracy and integrity of all master data.
Drive the analysis and modeling of data to identify gaps…",Posted30+ days ago,2022-05-05
85,Business Analyst (Contract),Sasser Family Holdings,"Schaumburg, IL 60173",Estimated $68.7K - $86.9K a year,"Contribute process-level expertise, data analysis, documentation, and support throughout the continuous improvement lifecycle.
Job Types: Full-time, Contract.",Posted10 days ago,2022-05-05
86,"Business Analyst with AML/Fraud Experience--Chicago, IL-Full...",Visionary Innovative Technology Solutions,"Chicago, IL 60615 (Kenwood area)",N/A,"Exert in analysis of current and historic data (e.g. application attributes, fraud loss data).
Able perform identification of data driven fraud trends.",EmployerActive 5 days ago,2022-05-05
87,new,Weboptimix,"Chicago, IL",N/A,"0-2 years of business, data analysis, or any IT experience.
Solid understanding of business requirements gathering, business process mapping, functional design,…",Hiring ongoing,2022-05-05
88,Data Analyst,PREFERRED HOTEL GRP,"Remote in Chicago, IL 60606",N/A,"A. Write and edit queries that read, manipulate, and analyze data from relational databases, data warehouses, and data cubes using the SQL, and DAX languages.",Posted30+ days ago,2022-05-05
89,Data Analyst,Oak Street Health,"Remote in Chicago, IL 60603",N/A,"Proficient in writing SQL queries and stored procedures on large data sets with complex data models.
This role will handle all data requests and provide data…",Posted30+ days ago,2022-05-05
90,Data Analyst,Oak Street Health,"Remote in Chicago, IL 60603",N/A,"Proficient in writing SQL queries and stored procedures on large data sets with complex data models.
This role will handle all data requests and provide data…",Posted30+ days ago,2022-05-05
91,new,United Airlines Inc.,"Chicago, IL 60601 (Loop area)",N/A,"2-3 years' experience in analytical role (analysis, information science, data visualization or other relevant quantitative field).",Posted6 days ago,2022-05-05
92,Clinical Data Analyst,AAOS,"Remote in Rosemont, IL",N/A,"Strong data management skills and experience with high level of data integrity.
Proven attention to detail and maintenance of data integrity and accuracy.",Posted13 days ago,2022-05-05
93,Technology Analyst (New or Recent Grad),BMO Harris Bank,"Chicago, IL (The Loop area)",N/A,Develops and implements data collection systems and other strategies that optimize statistical efficiency and data quality.,Posted30+ days ago,2022-05-05
94,Data Analyst 2 - Collections Strategy - Remote,Nordstrom Card Services Inc,"Remote in Chicago, IL",N/A,"3+ Years of data analytics experience.
Ability to source and work with large amounts of data from different data sources; SQL programming experience is required…",Posted30+ days ago,2022-05-05
95,Business Information Analyst I,Anthem,"Chicago, IL 60631 (Norwood Park area)+2 locations",N/A,"Develops and analyzes business performance reports (e.g. for claims data, provider data, utilization data).
Creates databases to track business performance.",Posted30+ days ago,2022-05-05
96,new,Cook County Sheriff’s Office,"Chicago, IL",N/A,"Familiarity with data warehouse design principles.
Under the direction of the Director of the Business Intelligence Unit / Designee, responsible for providing…",Posted6 days ago,2022-05-05
97,new,FSA Federal,"Chicago, IL 60608 (Illinois Medical District area)",N/A,"Accurately enters required data into one or more databases, documents, or spreadsheets.
Attention to detail and the ability to read and follow directions is…",Posted6 days ago,2022-05-05
98,Data Analyst,Rotary International,"Evanston, IL 60201 (Downtown area)",Estimated $62.7K - $79.3K a year,"3+ years’ experience mining data as a data analyst.
Developing, cleaning, and maintaining datasets by acquiring data from Rotary’s products as well as external…",Posted30+ days ago,2022-05-05
99,Analyst- Data Conversion,Compass Lexecon,"Chicago, IL 60604 (The Loop area)",Estimated $58.2K - $73.8K a year,"Communicate data inconsistencies to Economist and conversion team.
Cleanse and manipulate data accurately and efficiently.",Posted22 days ago,2022-05-05
100,Data Analyst,Wintrust Financial Corporation,"Chicago, IL 60623 (Little Village area)+2 locations",N/A,"1-3 years of experience with database management and analysis (data profiling, data architecture, data governance).",Posted12 days ago,2022-05-05
101,Data Analyst - Asset Management,Corporate Office,"Chicago, IL 60601 (Loop area)",N/A,"Routine data validation between integrated systems.
The Data Analyst will perform regular data validation between systems to ensure reporting accuracy.",Posted14 days ago,2022-05-05
102,Business Analyst,SpotOn: Product,"Remote in Chicago, IL",Estimated $70.2K - $88.8K a year,"1-3 years experience in a Business Analyst and/or Technical Writer role.
Collaborate with the Product Manager and key business stakeholders to identify and…",Posted30+ days ago,2022-05-05
103,Data Analyst,ESPERANZA HEALTH CENTERS,"Chicago, IL 60608 (Little Village area)",N/A,"Take data requests and work with the quality department to set expectations, prioritize needs, and ensure data requests align with our strategic plan.",Posted30+ days ago,2022-05-05
104,Trade Promotion Analyst,V&V Supremo Foods,"Chicago, IL 60608",Estimated $53.1K - $67.3K a year,"Analyze data and produce timely reports to stakeholders.
Analyze, research, and provide data on customer specific activity as needed.",EmployerActive 6 days ago,2022-05-05
105,new,CIBC,"Chicago, IL+5 locations",N/A,"The incumbent will enable business use cases by providing data analysis and preparation, building reports and information delivery portals to share the data…",Posted2 days ago,2022-05-05
106,new,KLDiscovery,"Remote in Chicago, IL",Estimated $48.3K - $61.1K a year,"Serving clients for over 30 years, KLDiscovery offers data collection and forensic investigation, early case assessment, electronic discovery and data…",PostedToday,2022-05-05
107,Business Analyst,Imperium Dynamics,"Chicago, IL",Estimated $59.8K - $75.8K a year,The ideal candidate is a team player who will be responsible for working with the Director of Product on building company IP on top of customer relationship…,Posted30+ days ago,2022-05-05
108,new,Gate3,"Elk Grove Village, IL 60007",N/A,"Develops data objects for business analytics using data modeling techniques.
Develops data objects for business analytics using data modeling techniques.",PostedToday,2022-05-05
109,Senior Data Analyst,Tegus,"Remote in Chicago, IL 60603",Estimated $78.3K - $99.1K a year,"Experience and willingness to do data modeling and basic ETL to build data pipelines.
Create and own an end-to-end, repeatable process for delivering data and…",Posted30+ days ago,2022-05-05
110,Data Analyst,Fooda,"Chicago, IL+1 location",Estimated $78K - $98.8K a year,Experience diving into data quality and data profiling analysis to ensure data consistency and accuracy across enterprise reporting.,Posted16 days ago,2022-05-05
111,new,FSA Federal,"Chicago, IL 60608 (Illinois Medical District area)",N/A,"Accurately enters required data into one or more databases, documents, or spreadsheets.
Attention to detail and the ability to read and follow directions is…",Posted6 days ago,2022-05-05
112,Healthcare Data Analyst I,Ipsos North America,"Hybrid remote in Chicago, IL 60606",N/A,"Participate in discussions regarding project design, data collection, data analysis, methodology, and data interpretation.",Posted30+ days ago,2022-05-05
113,new,NBCRNA,"Hybrid remote in Chicago, IL 60631",Estimated $78.2K - $99K a year,"Write and execute SQL queries to assemble quantitative and qualitative data from a large relational data warehouse.
*You want to do good.
It matters to us too.",EmployerActive 2 days ago,2022-05-05
114,"Data & Systems Analyst, Higher Education",Syntellis Performance Solutions,"Remote in Chicago, IL",Estimated $66.9K - $84.7K a year,"Participate in client data discussions and lead client data meetings.
Engages in quality control (data reconciliation) activities through the review of reports,…",Posted30+ days ago,2022-05-05
115,Data Analyst,Peoples Bank,"Munster, IN 46321",N/A,"Document, map, and consolidate data points from multiple systems and other external data sources to create the best reporting for each line of business.",Posted21 days ago,2022-05-05
116,Marketing Data Analyst,Gallagher,"Chicago, IL 60632 (Archer Heights area)",Estimated $100K - $127K a year,"A data champion, helping to establish a data driven culture within marketing and beyond.
3+ years in a data-centric role.
This is a full-time position.",Posted30+ days ago,2022-05-05
117,new,Doms Market LLC,"Chicago, IL 60610 (Near North Side area)",Estimated $55.2K - $70K a year,"Generating customer data and marketing dashboards to highlight data in real time.
Verifying data accuracy and review.
We don’t just love food – we celebrate it!",PostedToday,2022-05-05
118,Reporting and Data Analyst,Corix,"Chicago, IL 60661 (West Loop Gate area)",Estimated $66.3K - $83.9K a year,"Act as data analyst for project initiatives.
Exposure to business intelligence platforms and analysis-focused data structures.
Perform other duties as required.",Posted30+ days ago,2022-05-05
119,Business Information Analyst II,Anthem,"Chicago, IL 60601 (Loop area)+9 locations",N/A,"Develops and analyzes business performance reports (e.g. for claims data, provider data, utilization data) and provides notations of performance deviations and…",Posted22 days ago,2022-05-05
