,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
15,new,The New York Times,"New York, NY+2 locations",N/A,"Democratize data and insights through skillful data structuring and use of visualization tools.
Familiarity with Google BigQuery or other big data environments.",Posted2 days ago,2022-05-05
16,Data Analyst,ACLU,"New York, NY 10004 (Financial District area)",Estimated $48.5K - $61.5K a year,The NYCLU seeks a data analyst to conduct research and help us use data to better understand and improve public schools and institutions that serve young New…,Posted8 days ago,2022-05-05
17,Junior Data Analyst,VEVO,"Hybrid remote in New York, NY",Estimated $60.6K - $76.8K a year,"Analytics needs including data automation, data accessibility, data quality and.
Collaborate with various departments within Vevo to gather data and reporting…",Posted30+ days ago,2022-05-05
18,(Jr) Quantitative Analyst / Data Scientist,TrueChoice Solutions,"Remote in Vienna, NY",Estimated $85.2K - $108K a year,"Support the organization on all projects and tasks related to analytics, quantitative analyses and data science.
Develop client-facing analytics dashboards.",Posted30+ days ago,2022-05-05
19,"Data Analyst, Sports Content",Disney Streaming,"New York, NY+4 locations",N/A,"Understanding of data warehousing concepts, design, modeling and data engineering.
Support business units, data teams and product/program management with…",Posted8 days ago,2022-05-05
20,new,Black Health,"New York, NY",N/A,"Support data collection and management.
Quantitative and qualitative research and data analysis.
Analyze primary data for purposes of program evaluation and…",Posted6 days ago,2022-05-05
21,Data Analyst,Sony Music Publishing (US) LLC,"New York, NY",N/A,"Develop new methods and metrics to draw insights from existing data sources, investigate emerging data sources.
Proficient in Python and SQL.",Posted23 days ago,2022-05-05
22,Manufacturing Data Analyst,Corning,"Painted Post, NY 14870",N/A,"Work with Division and Plant IT to deliver consolidated key production data to the division level through EIS.
.NET developer (ASP.NET and VB.",Posted9 days ago,2022-05-05
23,Marketing Data Analyst,AmeriCU Credit Union,"Yorkville, NY 13495",Estimated $55.9K - $70.7K a year,"Foster creative thinking around how to use data and how data can solve business challenges in support of marketing and communication activities, media, CRM and…",Posted12 days ago,2022-05-05
24,new,Coordinated Care Services Inc,"Syracuse, NY 13202 (Southwest area)",N/A,Ensuring reliable data is maintained throughout the organizational systems by working with line staff to identify and remedy data inaccuracies discovered.,Posted7 days ago,2022-05-05
25,"Risk Data Analyst, Trust and Safety",Google,"New York, NY (Chelsea area)",N/A,"Improve tools through data analysis, technical expertise, and presentations to key stakeholders.
Perform data analysis to derive insights that help to identify…",Posted30+ days ago,2022-05-05
26,CRM Data Analyst,Bard College,"Annandale-on-Hudson, NY 12504",Estimated $58.9K - $74.5K a year,"Execution of data imports for recruitment event registrations and lead sources according to source formats.
Great organizational and interpersonal skills with…",Posted8 days ago,2022-05-05
27,"Business Analyst (Entry Level) Rotation Program - New York,...",Net at Work,"Remote in New York, NY 10018",Estimated $51.5K - $65.3K a year,"Using both business and technical skills, the Business Analyst works directly with clients to identify business requirements with enough detail and clarity to…",Posted30+ days ago,2022-05-05
28,DATA ANALYST,Perfume Center of America,"Ronkonkoma, NY 11779",Estimated $74.8K - $94.8K a year,"Great with data visualization- R Graphics, Tableau.
As we want to develop our in-house Analytics, we want someone to develop insights, algorithms and data…",Posted30+ days ago,2022-05-05
29,Apprentice Business Analyst - Healthcare,Public Consulting Group,"Remote in Albany, NY 12211+1 location",Estimated $62.5K - $79.1K a year,"Gathering and analyzing a variety of data, including both financial and written policy/procedure information.
PCG’s Health practice offers in-depth programmatic…",Posted15 days ago,2022-05-05
30,new,Red Ventures,"Remote in New York, NY 10011",Estimated $63.6K - $80.6K a year,"Establish and improve data reporting workflow.
Demonstrated ability to synthesize data into actionable insights and communicate recommendations to leadership,…",PostedJust posted,2022-05-05
31,Senior Data Analyst,"VIZIO, Inc.","New York, NY 10019 (Midtown area)",N/A,"Wrangle data and build data pipeline.
Experience with data visualizations and using data to tell a story.
Turn detailed granular data into actionable insights.",Posted30+ days ago,2022-05-05
32,Data Analyst,Memorial Sloan Kettering Cancer Center,"Hybrid remote in New York, NY 10017+2 locations",N/A,"Familiarity with high-throughput sequencing data.
Your implementation of processing and visualization algorithms will allow data scientists, biologists and…",Posted30+ days ago,2022-05-05
33,new,NBCUniversal,"New York, NY 10112 (Midtown area)+1 location",N/A,"3+ years of experience in data or business analytics.
Extract, clean, and synthesize data from various platforms ats.",Posted7 days ago,2022-05-05
34,new,United Nations,"New York, NY+1 location",N/A,"Identify appropriate data sources for integration, including proposing workflow and reviewing transactional data requirements across projects and integration…",PostedJust posted,2022-05-05
35,Data Analyst,Roles at YipitData,"Remote in New York, NY",Estimated $90.7K - $115K a year,Be the primary owner running or building new data products end-to-end from data ingestion or web scraping through publishing reports and sending granular data…,Posted30+ days ago,2022-05-05
36,Apprentice Business Analyst - Healthcare,Public Consulting Group,"Remote in Albany, NY 12211+1 location",Estimated $62.5K - $79.1K a year,"Gathering and analyzing a variety of data, including both financial and written policy/procedure information.
PCG’s Health practice offers in-depth programmatic…",Posted15 days ago,2022-05-05
37,RN Analyst-Data-Quality,Ascension,"Binghamton, NY 13905",N/A,"Conduct quality data analysis and clinical decision support for designated system(s).
As an Analyst you will support Riverside Surgical and RN with Surgical or…",Posted30+ days ago,2022-05-05
38,new,Disney Streaming,"New York, NY+1 location",N/A,We are looking for a strong analyst who is interested in tackling growth initiatives and translating data and insights into business strategy In addition to…,Posted3 days ago,2022-05-05
39,Data Analyst,Dopple,"Remote in New York, NY",Estimated $79.9K - $101K a year,"Aggregate data from different sources into a data warehouse and execute data architecture decisions.
3-4+ years' experience in a data analysis role, building…",Posted30+ days ago,2022-05-05
40,CRM Data Analyst,Bard College,"Annandale-on-Hudson, NY 12504",Estimated $58.9K - $74.5K a year,"Execution of data imports for recruitment event registrations and lead sources according to source formats.
Great organizational and interpersonal skills with…",Posted8 days ago,2022-05-05
41,Data Analyst,NYU Langone,"New York, NY+6 locations",N/A,"Update and maintain databases, facilitate regular data checking and quality assurance.
Cultivate deep familiarity with methodological approaches and data from…",Posted30+ days ago,2022-05-05
42,Data Analyst - Parametric,Morgan Stanley,"New York, NY+6 locations",N/A,"Ability to analyze data with proficiency in SQL, Microsoft Suites.
This role requires that all successful applicants be fully vaccinated against COVID-19 as a…",Posted30+ days ago,2022-05-05
43,Data Analyst IT552502,ICL,"New York, NY 10004 (Financial District area)",N/A,"The data analyst collects, cleans, analyzes, reports, and visualizes the data pertinent to ICL operation, clinical activities, and administration.",Posted30+ days ago,2022-05-05
44,"Youth Apprentice, Data Analytics Associate, Amazon Jump Star...",Amazon Advertising LLC,"New York, NY",N/A,Data Analytics Associates will work alongside data analysts to gather data regarding business needs and provide insights based on findings.,Posted30+ days ago,2022-05-05
45,Data Analyst,New York University,"New York, NY 10012 (Greenwich Village area)",N/A,"Design and maintain data visualizations and dashboards to support decision-making.
Curate and validate data sources for other University offices for research…",Posted27 days ago,2022-05-05
46,Data Analyst,Sun River Health,"Peekskill, NY 10566+2 locations",Estimated $55.7K - $70.5K a year,"This position will be responsible for data management and analysis.
Identifying any bugs that may be impacting data accuracy and implementing solutions rid…",Posted30+ days ago,2022-05-05
47,DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10451 (South Bronx area)+6 locations",N/A,"Minimum bachelor's (data analytics, computer science, information systems, health administration, or related fields) with 2 years of experience as data analyst.",Posted9 days ago,2022-05-05
48,"Professional, Data Analyst",MVP Health Care,"Schenectady, NY 12305 (Downtown area)+3 locations",Estimated $66.5K - $84.1K a year,"Intermediate data processing skills for use in data warehouse applications, including ability to identify appropriate data fields and write queries to obtain…",Posted20 days ago,2022-05-05
49,Data and Reporting Analyst,Citi,"New York, NY+2 locations",N/A,"Knowledge of business intelligence tooling like Tableau, data architecture, data quality analysis, business process modelling, and data flow design – or…",Posted30+ days ago,2022-05-05
50,new,Hallen Construction,"New York, NY",Estimated $72.5K - $91.9K a year,"Experience with processing and communicating data & business insights.
Experience using data visualization platforms such as Power BI a must.",Posted3 days ago,2022-05-05
51,new,TuneCore,"Hybrid remote in New York, NY",Estimated $94.3K - $119K a year,"4-5 years of proven work experience as a data analyst or business data analyst.
Work closely with the Data Engineer to ensure that the data warehouse is updated…",PostedJust posted,2022-05-05
52,new,Fanatics Inc.,"Remote in New York, NY 10017",Estimated $95.8K - $121K a year,"Highly outcome oriented and data driven.
Experience managing analysts in high-growth environments, preferably B2C.",Posted6 days ago,2022-05-05
53,Data Analyst,OnFrontiers,"Remote in New York, NY",Estimated $77.6K - $98.2K a year,"2+ years of experience in data analytics, at a marketplace or B2B SaaS company.
Work with business stakeholders to identify improvements in efficiency and usage…",Posted30+ days ago,2022-05-05
54,new,Pearson,"Albany, NY 12260 (West Hill area)",N/A,"3-5 years’ experience in a B2C/D2C business in big-tech data management including but not limited to: data clustering, ETL, data structuring best practices,…",PostedToday,2022-05-05
55,new,DataDog,"New York, NY",Estimated $80.7K - $102K a year,"Distill that data to concise insights and communicate the findings to Product, Engineering, Design, Marketing, and Community to help them tell a data-driven…",Posted7 days ago,2022-05-05
56,Data Analyst,SellUP,"New York, NY 10010 (Flatiron area)",N/A,"Gain a deep knowledge of programs, strategy, and data.
The agency offers businesses advanced marketing services, utilizing time-tested methods, and procedures…",Posted30+ days ago,2022-05-05
57,Data Specialist,YipitData,"Remote in New York, NY",Estimated $81.3K - $103K a year,Be the primary owner running or building new data products end-to-end from data ingestion or web scraping through publishing reports and sending granular data…,Posted30+ days ago,2022-05-05
58,Data Entry / Document Analyst,American Arbitration Association,"Buffalo, NY 14202 (Central Business District area)",N/A,"Mathematical Skills: Ability to add, subtract, multiply, and divide in all units of measure; ability to understand and interpret statistical reports, financial…",Posted30+ days ago,2022-05-05
59,Data & Credit Analyst,Reorg Research,"New York, NY",N/A,"Collaboratively work alongside the other data & credit analysts to support coverage.
Among other perks, Reorg employees enjoy competitive health benefits,…",Posted30+ days ago,2022-05-05
60,Data Science Analyst,Metropolitan Transportation Authority,"Manhattan, NY",N/A,"A minimum of (1) year of experience working in a data science or data engineering role, or another position with similar programing and data management content.",Posted13 days ago,2022-05-05
61,Junior Data Analyst,VEVO,"Hybrid remote in New York, NY",Estimated $60.6K - $76.8K a year,"Analytics needs including data automation, data accessibility, data quality and.
Collaborate with various departments within Vevo to gather data and reporting…",Posted30+ days ago,2022-05-05
62,"Analyst, IT Data & Analytics",The Estée Lauder Companies,"Long Island City, NY",N/A,"Ability to quickly analyze various data sets and identify their complexity, gaps and relations with other data assets (Strong data analysis skills).",Posted12 days ago,2022-05-05
63,new,"Amazon Web Services, Inc.","New York, NY+11 locations",N/A,"4+ years of experience in data analysis.
To be successful in this role, the candidate will have worked in data analysis, including experience extracting and…",Posted7 days ago,2022-05-05
64,new,Pearson,"Albany, NY 12260 (West Hill area)",N/A,"3-5 years’ experience in a B2C/D2C business in big-tech data management including but not limited to: data clustering, ETL, data structuring best practices,…",PostedToday,2022-05-05
65,new,Saks Fifth Avenue,"Remote in New York, NY",Estimated $74.7K - $94.7K a year,"Design, develop and deliver customized and interactive dashboards, utilizing our existing People (HR) data and combining with other data sources, including data…",Posted2 days ago,2022-05-05
66,new,Zip Co,"New York, NY",N/A,"The drive to seek answers in data: You are comfortable analyzing millions of transactional data points.
Build and maintain data analytics dashboards.",PostedToday,2022-05-05
67,"Analyst, Data and Analysis",Digitas,"New York, NY 10104 (Midtown area)",Estimated $43.5K - $55.1K a year,"Identifying nuances in data to optimize our clients’ business.
Keeping a pulse on day-to-day performance data, including display media, site, search, email, and…",Posted16 days ago,2022-05-05
68,"Associate Analyst, Data Analytics",CMI Media Group,"New York, NY 10019 (Midtown area)",Estimated $62.5K - $79.1K a year,"Utilize data visualization tools to analyze and compare multiple data sets.
Track incoming and outcoming data transfers, following established data security…",Posted30+ days ago,2022-05-05
69,Associate Business Analyst,Paramount,"New York, NY 10019 (Midtown area)+1 location",N/A,"Monitor and govern the data, ensuring data quality and accuracy.
You will be part of a team charged with enabling data-centric decision making via reporting…",Posted21 days ago,2022-05-05
70,"Program Analyst 1 (Cannabis), #00564 & 00567",Office of Cannabis Management,"Albany, NY 12226 (Campus Area (University District) area)",N/A,"5 days of personal leave per year.
Conduct research and make recommendations for enhancements to the program based upon data analysis.",Posted13 days ago,2022-05-05
71,Data Analyst,Digital Remedy,"New York, NY",Estimated $75.4K - $95.4K a year,"Review, analyze and compare data from daily reports, checking data flow throughout.
Knowledge or experience using data visualization and reporting platforms …",Posted28 days ago,2022-05-05
72,Financial Data Analyst | Hybrid or Remote Opportunity,HealthFirst,"Remote in Staten Island, NY 10301+6 locations",N/A,"Work experience with data analytics.
Query, utilize and create large datasets utilizing SQL for data analytics.
Analyze trends and identify performance drivers.",Posted30+ days ago,2022-05-05
73,new,TuneCore,"Hybrid remote in New York, NY",Estimated $66K - $83.6K a year,1 - 3 years of proven work experience as a data analyst or business data analyst in a professional fast-paced environment outside of Bootcamp or internship.,PostedJust posted,2022-05-05
74,new,Square,"New York, NY",N/A,"Strong technical accomplishments in SQL and data analysis skills.
Partner with product analysts, data scientists, business users, and others to understand their…",PostedJust posted,2022-05-05
75,new,TuneCore,"Hybrid remote in New York, NY+1 location",Estimated $66K - $83.6K a year,1 - 3 years of proven work experience as a data analyst or business data analyst in a professional fast-paced environment outside of Bootcamp or internship.,PostedJust posted,2022-05-05
76,new,Square,"New York, NY",N/A,"Strong technical accomplishments in SQL and data analysis skills.
Partner with product analysts, data scientists, business users, and others to understand their…",PostedJust posted,2022-05-05
77,Marketing Data Analyst,AmeriCU Credit Union,"Yorkville, NY 13495",Estimated $55.9K - $70.7K a year,"Foster creative thinking around how to use data and how data can solve business challenges in support of marketing and communication activities, media, CRM and…",Posted12 days ago,2022-05-05
78,Data Analyst- New York Rangers,Madison Square Garden Entertainment,"Tarrytown, NY 10591+2 locations",N/A,"Candidates should have 2+ years of using hockey specific data, data analysis and data engineering skills.
The NY Rangers Data Analyst will work with the data…",Posted20 days ago,2022-05-05
79,Business Data Analyst,Pinkerton,"New York, NY",N/A,"Conduct data analysis to examine data sets to conclude the information contained therein.
Lead and support data-driven projects including;",Posted30+ days ago,2022-05-05
80,Data Analyst,"ClinicalMind, LLC","Remote in New York, NY 10038",Estimated $93.5K - $118K a year,"Using data mining to extract information from data sets and identify correlations and patterns.
A track record of influencing business strategy with data.",Posted30+ days ago,2022-05-05
81,Part-Time Data Review Analyst - Solvas Financial Technology,Deloitte,"New York, NY+1 location",N/A,"This is a part-time syndicated loan data analyst opportunity supporting the Solvas|Digitize Managed service.
Review automated data extraction results.",Posted30+ days ago,2022-05-05
82,new,Reuveni Real Estate,"New York, NY 10025 (Upper West Side area)",Estimated $60.5K - $76.7K a year,"Prepare and present data for weekly and quarterly market reports.
Ability to analyze large amounts of data, identify trends, and translate into logical…",Posted7 days ago,2022-05-05
83,Data Analyst,Peachy,"New York, NY",Estimated $83.8K - $106K a year,"Collaborate with the data engineering team to ensure data quality and improve data access.
Write SQL queries and leverage data visualization tools (Looker) to…",Posted30+ days ago,2022-05-05
84,Data Analyst - Supply Chain (Remote),CustomInk,"Remote in New York, NY",Estimated $67.6K - $85.6K a year,"Drive data quality improvements to increase stakeholder confidence.
Strength of relationships with other leaders and analysts.",Posted9 days ago,2022-05-05
85,Data Services Analyst,Citi,"Getzville, NY 14068+6 locations",N/A,"Interprets data and makes recommendations.
Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data.",Posted12 days ago,2022-05-05
86,Master Data Analyst,IQVIA,"Orchard Park, NY+2 locations",N/A,"Visually monitors data for any trends in the monthly and quarterly client information.
Under close guidance or supervision, responsible for creating and…",Posted20 days ago,2022-05-05
87,"Health Solutions, Data Auditor Consultant/Analyst- Pharmacy...",Aon,"New York, NY",N/A,Apply expertise in auditing pharmacy or medical claims data and use analytical tools such as Excel and SQL to analyze client-submitted claims data against…,Posted30+ days ago,2022-05-05
88,new,"Senate, NYS","Albany, NY 12211",N/A,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…",Posted5 days ago,2022-05-05
89,Data Analyst,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",N/A,"Analyzing data quality and integrity; identifying and solving data quality problems;
Cultivate deep familiarity with methodological approaches and data.",Posted30+ days ago,2022-05-05
90,Public Finance Products Data Analyst,"JPMorgan Chase Bank, N.A.","New York, NY",N/A,"As an analyst on the team, you will work to develop and enhance data oriented solutions used department-wide to best serve our clients.",Posted22 days ago,2022-05-05
91,new,Michael Kors,"New York, NY 10036 (Midtown area)",N/A,"Acts as an expert on Michael Kors customer data, maintaining a clear understanding of the data, business, and privacy rules.
You’ll Need to Have:",PostedJust posted,2022-05-05
92,Data Analyst,Glassview Media,"New York, NY",Estimated $69K - $87.4K a year,"Able to collect, synthesize and report data.
Hard working and detail oriented.
GlassView is a new type of marketplace for brands and publishers, designed for…",Posted30+ days ago,2022-05-05
93,Data Analyst,New York University,"New York, NY 10012 (Greenwich Village area)+2 locations",N/A,"Design and maintain data visualizations and dashboards to support decision-making.
Curate and validate data sources for other University offices for research…",Posted27 days ago,2022-05-05
94,new,GlossGenius,"Remote in New York, NY+1 location",Estimated $78.6K - $99.6K a year,"Use dbt to design and build data models that enable great analysis.
The team assumes full ownership of our front-end data tech stack.
What we're looking for.",Posted7 days ago,2022-05-05
95,Aviation Field Data Analyst,Cyient,"New York, NY",N/A,"Collaborate with offsite team who will be processing all data, answer any potential queries or additional data needed.
Cyient is an Equal Opportunity Employer.",Posted30+ days ago,2022-05-05
96,Data Analyst,NYC Criminal Justice Agency,"New York, NY",N/A,"Investigate and resolve data issues with high level of complexity.
Design procedures to optimize data quality and automation for recurring projects.",Posted30+ days ago,2022-05-05
97,new,Red Ventures,"Remote in New York, NY 10011",Estimated $63.6K - $80.6K a year,"Establish and improve data reporting workflow.
Demonstrated ability to synthesize data into actionable insights and communicate recommendations to leadership,…",PostedJust posted,2022-05-05
98,"Analyst, Data and Insights (Audience Analytics)",The New York Times,"New York, NY",N/A,"1-3 years of experience working with data analytics or data science teams to deliver reporting and analysis.
Write SQL to pipeline and analyze big data.",Posted29 days ago,2022-05-05
99,new,"Bertelsmann, Inc.","New York, NY 10019 (Midtown area)",N/A,"Expertise in database design development (data modelling, data mining and data segmentation).
You will report directly to the Bertelsmann Education Group’s…",Posted7 days ago,2022-05-05
100,new,Hallen Construction,"New York, NY",Estimated $72.5K - $91.9K a year,"Experience with processing and communicating data & business insights.
Experience using data visualization platforms such as Power BI a must.",Posted3 days ago,2022-05-05
101,Data Analyst,"Brighton Health Plan Solutions, LLC","Remote in Westbury, NY 11590+1 location",Estimated $53.5K - $67.7K a year,"1-3 years of relevant work experience.
Brighton Health Plan Solutions is looking for a detail‐oriented, analytical person to support Network, Employer and Plan…",Posted30+ days ago,2022-05-05
102,Data and Program Analyst,Children's Aid,"Manhattan, NY",N/A,"Mining data from primary and secondary sources, then reorganizing data in a format that can be easily used by program staff, data intern or data systems.",Posted30+ days ago,2022-05-05
103,Research Data Analyst-NE,Albany Medical Center,"Albany, NY 12208 (Whitehall area)",N/A,"Research Associate (Per Diem, Pediatric Hemophilia Program).
The Research Associate performs a variety of complex technical duties involved in conducting…",Posted30+ days ago,2022-05-05
104,"Program Analyst 1 (Cannabis), #00564 & 00567",Office of Cannabis Management,"Albany, NY 12226 (Campus Area (University District) area)+1 location",N/A,"5 days of personal leave per year.
Conduct research and make recommendations for enhancements to the program based upon data analysis.",Posted13 days ago,2022-05-05
105,Accreditation Data Analyst (Part-Time),Iona College,"New Rochelle, NY 10801",Estimated $46.8K - $59.2K a year,"The position will be on a 3 year contract.
Assist with the completion of the accreditation annual report that has extensive data and reporting associated with…",Posted30+ days ago,2022-05-05
106,DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10451 (South Bronx area)+6 locations",N/A,"Minimum bachelor's (data analytics, computer science, information systems, health administration, or related fields) with 2 years of experience as data analyst.",Posted9 days ago,2022-05-05
107,Performance Improvement Specialist and Data Analyst,ACHIEVE of NY,"Binghamton, NY 13905",Estimated $42.5K - $53.9K a year,"Bachelor’s Degree in a related field plus 3-5 years of relevant experience.
Collect data across departments on key performance indicators.",Posted30+ days ago,2022-05-05
108,"Analyst, Strategy",Octagon,"Remote in New York, NY",Estimated $49.4K - $62.6K a year,"Develop insights from quantitative and qualitative data sources.
Someone who enjoys getting their hands dirty in the data and has experience in working with…",Posted24 days ago,2022-05-05
109,Data Analyst - Finance,Fireblocks,"New York, NY+1 location",Estimated $74.1K - $93.9K a year,"Define the data needed for the processes and work with data engineers on how / where to collect the data.
Model the data and choose what types of data to store…",Posted30+ days ago,2022-05-05
110,Business Intelligence Analyst,YouTube,"New York, NY",N/A,"Lead technical training for business analysts.
Advocate technical best practices within the analyst community on pipelines, dashboards, code review practices,…",Posted20 days ago,2022-05-05
111,SENIOR DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10458 (Fordham area)",N/A,"Develop data visualization tools to convey data in a concise, relatable manner.
Validate data between separate systems, and pinpoint sources of discrepancies to…",Posted30+ days ago,2022-05-05
112,Forecasting Analyst,Insider Intelligence,"Remote in New York, NY",Estimated $76.2K - $96.4K a year,"Experience using Excel to analyze data.
Experienced in quantitative and qualitative data analysis with an innate curiosity around consumer behavior and…",Posted8 days ago,2022-05-05
113,RN Analyst-Data-Quality,Ascension,"Binghamton, NY 13905",N/A,"Conduct quality data analysis and clinical decision support for designated system(s).
As an Analyst you will support Riverside Surgical and RN with Surgical or…",Posted30+ days ago,2022-05-05
114,Transportation Data Analyst,Akimeka Careers,"Remote in Clinton, NY 13323+1 location",Estimated $63.9K - $80.9K a year,"Creating data frameworks for automated data transfer.
Characterizing data by removing proprietary information.
Experience handling vehicle telematics data sets.",Posted30+ days ago,2022-05-05
115,Data Analytics and Technology Analyst,Greystone Monticello LLC,"New York, NY 10016 (Gramercy area)",Estimated $76.4K - $96.8K a year,Develop/implement data harvesting processes in addition to providing quality control and quality assurance of imported data.,Posted8 days ago,2022-05-05
116,new,Weill Cornell Medicine,"New York, NY+1 location",N/A,"Engages in data cleaning and data validation.
Performs data cleaning and data management in R, SAS or Stata (or alternative language) to prepare datasets for…",Posted2 days ago,2022-05-05
117,Data Analyst,Dopple,"Remote in New York, NY",Estimated $79.9K - $101K a year,"Aggregate data from different sources into a data warehouse and execute data architecture decisions.
3-4+ years' experience in a data analysis role, building…",Posted30+ days ago,2022-05-05
118,Associate Data Analyst,S&P Global,"New York, NY+1 location",N/A,"1-2 years Professional or Internship experience as a data analyst or in a similar analytical + technical role.
Strong analytical and problem-solving skills.",Posted30+ days ago,2022-05-05
119,Analyst | Data Analytics and Reporting,NYC Careers,"Manhattan, NY 10007 (Financial District area)+1 location",N/A,"Perform data wrangling, data mining, and data modeling.
Strong work ethic, attention to detail, organizational skills, and adaptable.",Posted25 days ago,2022-05-05
120,Financial Analyst,the NBA,"New York, NY 10022 (Midtown area)",N/A,"Handle, manipulate and analyze data and information responsibly.
Minimum of 2-3 years of experience in public accounting, financial planning & analysis,…",Posted30+ days ago,2022-05-05
121,FIC Data Analytics Strat - Analyst,Deutsche Bank,"New York, NY",N/A,"Relevant experience in data analytics for global markets.
Specific experience in electronic trading or in analyzing client data is highly desirable.",Posted30+ days ago,2022-05-05
122,new,Cornell University,"Ithaca, NY 14853",N/A,Incumbent will also manage broader OVPIA data analytics and reporting priorities as data steward for the Office of Global Learning.,PostedToday,2022-05-05
123,new,Research Foundation for SUNY,"Albany, NY 12203 (Campus Area-University District area)",N/A,"Check and maintain data integrity and data validation.
Develop data visualization tools and applications.
Provide research data for the annual Research Brochure…",Posted2 days ago,2022-05-05
124,"Business Analyst (Entry Level) Rotation Program - New York,...",Net at Work,"Remote in New York, NY 10018",Estimated $51.5K - $65.3K a year,"Using both business and technical skills, the Business Analyst works directly with clients to identify business requirements with enough detail and clarity to…",Posted30+ days ago,2022-05-05
125,Data Analyst- BI Lead,PulsePoint,"New York, NY 10014 (West Village area)+1 location",Estimated $84.8K - $107K a year,"Data analytics, data visualization, and analytical problem-solving skills.
As our BI Lead, you will lead a team of BI developers to design, develop, maintain,…",Posted30+ days ago,2022-05-05
126,Senior Data Analyst,Away,"New York, NY",Estimated $94.4K - $120K a year,"Experience with customer data platforms and customer data.
Perform in-depth analysis by collecting and analyzing data from disparate sources including…",Posted9 days ago,2022-05-05
127,Analyst | Data Analytics and Reporting,NYC Careers,"Manhattan, NY 10007 (Financial District area)+1 location",N/A,"Perform data wrangling, data mining, and data modeling.
Strong work ethic, attention to detail, organizational skills, and adaptable.",Posted25 days ago,2022-05-05
128,new,NewYork-Presbyterian Hospital,"Manhattan, NY 10065 (Upper East Side area)",N/A,"Experience with data visualization tools such as Tableau or PowerBI.
The BI Analyst will be responsible for collaborating with stakeholders to maintain project…",Posted6 days ago,2022-05-05
